closure_x,closure_y,closure_theta,boundary,collisions,inv_0,inv_1,inv_2,inv_3,inv_4,inv_5,inv_6,inv_7
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999997282092678574e-01,-9.999990758897263632e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999993745691710956e-01,-9.999991462330868330e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.999993745691746483e-01,-9.999991462330868330e-01,-9.999996885448581008e-01,-3.535533905932737673e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
