neg_utilization,neg_min_speed
-6.250000000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-9.687500000000000000e-01,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
-1.000000000000000000e+00,-8.858893836140040445e-01
