neg_utilization,neg_avg_speed
-5.495049504950495489e-01,-9.989022017351020244e-01
-5.495049504950495489e-01,-9.989022017351020244e-01
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
-5.346534653465346842e-01,-1.003399722630883284e+00
